"ccgarch","R"
"cclust","stats"
"cellVolumeDist","minpack.lm"
"cellVolumeDist","gplots"
"cem","nlme"
"cem","lattice"
"cem","randomForest"
"cem","tcltk"
"censReg","maxLik"
"cfa","R"
"cg","Hmisc"
"cg","base"
"cg","utils"
"cg","methods"
"cg","stats"
"cg","graphics"
"cg","grid"
"cg","lattice"
"cg","MASS"
"cg","survival"
"cg","multcomp"
"cg","nlme"
"cgdsr","R.oo"
"cggd","R"
"cggd","grDevices"
"cggd","graphics"
"cggd","stats"
"cggd","utils"
"cgh","R"
"changeLOS","survival"
"changepoint","R"
"changepoint","methods"
"changepoint","graphics"
"changepoint","base"
"charlson","plyr"
"charlson","reshape"
"chemometrics","class"
"chemometrics","e1071"
"chemometrics","gclus"
"chemometrics","lars"
"chemometrics","MASS"
"chemometrics","mclust"
"chemometrics","nnet"
"chemometrics","pcaPP"
"chemometrics","pls"
"chemometrics","rpart"
"chemometrics","robustbase"
"chemometrics","som"
"cherry","methods"
"cherry","bitops"
"choplump","R"
"choplump","stats"
"chplot","ellipse"
"chplot","KernSmooth"
"chplot","lattice"
"chron","R"
"cimis","XML"
"cimis","RCurl"
"circular","boot"
"clValid","cluster"
"clValid","class"
"class","R"
"class","stats"
"class","utils"
"classGraph","methods"
"classGraph","graph"
"classInt","class"
"classInt","e1071"
"classifly","rpart"
"classifly","MASS"
"classifly","nnet"
"classifly","class"
"classifly","e1071"
"classifly","reshape"
"clim.pact","ncdf"
"clim.pact","akima"
"clim.pact","R"
"clime","lpSolve"
"clinfun","R"
"clinfun","graphics"
"clinfun","stats"
"clue","R"
"clues","R"
"clues","stats"
"clues","utils"
"clustTool","mvoutlier"
"clustTool","cluster"
"clustTool","randomForest"
"clustTool","tcltk"
"clustTool","e1071"
"clustTool","rpart"
"clustTool","class"
"clustTool","grid"
"clustTool","mclust"
"clustTool","flexclust"
"clustTool","vegan"
"clustTool","clue"
"clustTool","mvpart"
"clustTool","lattice"
"clustTool","kernlab"
"clustTool","compositions"
"cluster","R"
"cluster","stats"
"cluster","graphics"
"cluster","utils"
"clusterCons","methods"
"clusterCons","cluster"
"clusterCons","lattice"
"clusterCons","RColorBrewer"
"clusterCons","grid"
"clusterCons","apcluster"
"clusterGeneration","MASS"
"clusterRepro","R"
"clusterSim","ade4"
"clusterSim","cluster"
"clusterSim","R2HTML"
"clusterSim","e1071"
"clusterSim","rgl"
"clusterSim","MASS"
"clusterfly","ggplot2"
"clusterfly","reshape"
"clusterfly","rggobi"
"clustsig","R"
"clustvarsel","mclust"
"clv","cluster"
"clv","class"
"cmaes","R"
"cmprsk","survival"
"cmrutils","chron"
"cncaGUI","rgl"
"cncaGUI","tcltk"
"cncaGUI","tkrplot"
"cncaGUI","RODBC"
"coarseDataTools","survival"
"cobs","SparseM"
"cobs","quantreg"
"cobs","splines"
"cobs","grDevices"
"cobs","graphics"
"cobs","stats"
"cobs","utils"
"cocorresp","stats"
"cocorresp","graphics"
"cocorresp","vegan"
"coda","lattice"
"codep","R"
"codep","stats"
"codetools","R"
"coenoflex","mgcv"
"coin","survival"
"coin","mvtnorm"
"coin","modeltools"
"colbycol","rJava"
"colorspace","R"
"colorspace","methods"
"compareGroups","xtable"
"compareGroups","Hmisc"
"compareGroups","gdata"
"compareGroups","tcltk"
"compareGroups","foreign"
"compeir","grid"
"compeir","lattice"
"compeir","etm"
"compoisson","stats"
"compoisson","MASS"
"compositions","rgl"
"compositions","tensorA"
"compositions","robustbase"
"compositions","energy"
"compute.es","R"
"concor","R"
"cond","statmod"
"cond","survival"
"condGEE","numDeriv"
"condGEE","rootSolve"
"constrainedKriging","sp"
"constrainedKriging","spatialCovariance"
"constrainedKriging","methods"
"contrast","Design"
"convexHaz","R"
"copBasic","lmomco"
"copas","meta"
"copula","methods"
"copula","mvtnorm"
"copula","scatterplot3d"
"copula","sn"
"copula","pspline"
"corpcor","R"
"corpora","R"
"corrsieve","methods"
"cosso","quadprog"
"cosso","gss"
"costat","wavethresh"
"coxme","survival"
"coxme","bdsmatrix"
"coxme","R"
"coxphf","survival"
"coxphw","survival"
"coxrobust","survival"
"cramer","boot"
"crawl","mvtnorm"
"crmn","pls"
"crmn","methods"
"crossdes","AlgDesign"
"crossdes","gtools"
"crossdes","MASS"
"crosshybDetector","methods"
"crossmatch","nbpMatching"
"crrSC","survival"
"cshapes","sp"
"cshapes","maptools"
"cshapes","rJava"
"cthresh","wavethresh"
"ctv","R"
"ctv","utils"
"cudaBayesreg","cudaBayesregData"
"cudaBayesreg","oro.nifti"
"cudaBayesregData","R"
"cumSeg","lars"
"curvHDR","feature"
"curvHDR","geometry"
"curvHDR","hdrcde"
"curvHDR","ks"
"curvHDR","misc3d"
"curvHDR","ptinpoly"
"curvHDR","rgl"
"curvetest","locfit"
"cwhmisc","lattice"
"cxxPack","Rcpp"
"cxxPack","RUnit"
"cxxPack","zoo"
"cyclones","clim.pact"
"cyclones","R"
"DAAG","MASS"
"DAAG","rpart"
"DAAG","randomForest"
"DAAGxtras","R"
"DAGGER","Rglpk"
"DAKS","relations"
"DAKS","sets"
"DAMisc","effects"
"DAMisc","sm"
"DAMisc","rpanel"
"DBI","R"
"DBI","methods"
"DCGL","igraph"
"DCluster","boot"
"DCluster","spdep"
"DDHFm","R"
"DEMEtics","R"
"DMwR","xts"
"DMwR","quantmod"
"DMwR","ROCR"
"DMwR","class"
"DMwR","rpart"
"DMwR","abind"
"DMwR","cluster"
"DMwR","lattice"
"DMwR","grid"
"DMwR","zoo"
"DNAtools","Rsolnp"
"DOBAD","methods"
"DOBAD","lattice"
"DOBAD","numDeriv"
"DOSim","GOSim"
"DOSim","SubpathwayMiner"
"DOSim","dynamicTreeCut"
"DOSim","moduleColor"
"DOSim","RBGL"
"DOSim","graph"
"DPpackage","MASS"
"DPpackage","nlme"
"DRI","impute"
"DRI","cghFLasso"
"DSpat","spatstat"
"DSpat","RandomFields"
"DSpat","gpclib"
"DSpat","mgcv"
"Daim","R"
"DatABEL","R"
"DatABEL","methods"
"Deducer","rJava"
"Deducer","ggplot2"
"Deducer","JGR"
"Deducer","car"
"Deducer","multcomp"
"Deducer","effects"
"Deducer","foreign"
"DeducerExtras","Deducer"
"DeducerMMR","Deducer"
"DeducerMMR","pequod"
"DeducerMMR","rJava"
"DeducerPlugInExample","Deducer"
"DeducerPlugInScaling","Deducer"
"DeducerPlugInScaling","psych"
"DeducerPlugInScaling","GPArotation"
"DeducerPlugInScaling","mvnormtest"
"DeducerPlugInScaling","irr"
"Depela","stats"
"Depela","stats4"
"Depela","copula"
"Depela","R"
"DescribeDisplay","grid"
"DescribeDisplay","reshape"
"DescribeDisplay","ggplot2"
"DescribeDisplay","proto"
"Design","Hmisc"
"Design","survival"
"DesignPatterns","R"
"DesignPatterns","methods"
"Devore5","R"
"Devore6","R"
"Devore7","R"
"DiagnosisMed","epitools"
"DiagnosisMed","TeachingDemos"
"DiagnosisMed","tcltk"
"DiagnosisMed","AMORE"
"DiagnosisMed","utils"
"DiceEval","DiceKriging"
"DiceKriging","methods"
"DiceOptim","DiceKriging"
"DiceOptim","rgenoud"
"DiceOptim","MASS"
"DiceView","methods"
"DiceView","DiceKriging"
"DiceView","DiceEval"
"DiceView","rgl"
"DierckxSpline","lattice"
"DierckxSpline","PolynomF"
"DistributionUtils","R"
"DoE.base","relimp"
"DoE.base","utils"
"DoE.base","graphics"
"DoE.base","tcltk"
"DoE.base","vcd"
"DoE.wrapper","FrF2"
"DoE.wrapper","DoE.base"
"DoE.wrapper","rsm"
"DoE.wrapper","lhs"
"DoE.wrapper","DiceDesign"
"DoE.wrapper","AlgDesign"
"DoseFinding","lattice"
"DoseFinding","mvtnorm"
"DoseFinding","numDeriv"
"DoseFinding","R"
"dae","lattice"
"dae","methods"
"dafs","s20x"
"data.table","R"
"dataframes2xls","R"
"datamap","DBI"
"dataview","xtermStyle"
"date","graphics"
"dbConnect","RMySQL"
"dbConnect","gWidgets"
"dblcens","R"
"dcemriS4","oro.nifti"
"dcemriS4","utils"
"dclone","coda"
"dclone","R2WinBUGS"
"dclone","snow"
"dcv","lmtest"
"ddepn","graph"
"ddepn","RBGL"
"ddesolve","R"
"ddst","orthopolynom"
"ddst","evd"
"deSolve","R"
"deal","R"
"debug","mvbutils"
"debug","tcltk"
"deducorrect","editrules"
"deldir","R"
"delftfews","XML"
"delftfews","logging"
"delftfews","zoo"
"delt","denpro"
"demography","forecast"
"demography","rainbow"
"demography","ftsa"
"depmix","MASS"
"depmixS4","nnet"
"depmixS4","methods"
"depmixS4","MASS"
"depmixS4","Rsolnp"
"depth","rgl"
"depthTools","R"
"desirability","lattice"
"desire","loglognorm"
"dfcrm","R"
"dfoptim","R"
"dglm","statmod"
"diagram","shape"
"dice","gtools"
"difR","lme4"
"difR","ltm"
"diff","MASS"
"diff","methods"
"diffusionMap","scatterplot3d"
"diffusionMap","igraph"
"diffusionMap","Matrix"
"digeR","gWidgets"
"digeR","MASS"
"digeR","pls"
"digeR","e1071"
"digeR","adabag"
"digeR","randomForest"
"digeR","ROCR"
"digeR","caTools"
"digeR","class"
"digeR","ellipse"
"digest","R"
"digitize","ReadImages"
"directlabels","proto"
"diseasemapping","mgcv"
"dismo","raster"
"dismo","rJava"
"dispmod","R"
"distory","ape"
"distory","R"
"distr","startupmsg"
"distr","sfsmisc"
"distr","SweaveListingUtils"
"distrDoc","startupmsg"
"distrDoc","distr"
"distrDoc","distrEx"
"distrDoc","distrSim"
"distrDoc","distrTEst"
"distrDoc","distrTeach"
"distrDoc","RandVar"
"distrDoc","distrMod"
"distrDoc","MASS"
"distrDoc","methods"
"distrEllipse","mvtnorm"
"distrEllipse","setRNG"
"distrEllipse","distr"
"distrEllipse","distrEx"
"distrEllipse","distrSim"
"distrEllipse","startupmsg"
"distrEx","distr"
"distrEx","evd"
"distrEx","actuar"
"distrEx","startupmsg"
"distrMod","startupmsg"
"distrMod","distr"
"distrMod","distrEx"
"distrMod","RandVar"
"distrMod","MASS"
"distrMod","stats4"
"distrSim","setRNG"
"distrSim","distr"
"distrSim","startupmsg"
"distrTEst","setRNG"
"distrTEst","distr"
"distrTEst","distrSim"
"distrTEst","startupmsg"
"distrTeach","distr"
"distrTeach","distrEx"
"distrTeach","startupmsg"
"distributions","stats"
"distributions","utils"
"distributions","tools"
"divagis","rgdal"
"divagis","sp"
"diveMove","caTools"
"diveMove","RColorBrewer"
"diversitree","deSolve"
"diversitree","ape"
"diversitree","subplex"
"divisors","R"
"dixon","splancs"
"dixon","spatstat"
"dlmap","qtl"
"dlmap","ibdreg"
"dlmap","wgaim"
"dlmap","nlme"
"dlmap","mgcv"
"dlmodeler","R"
"dlnm","R"
"dlnm","stats"
"dlnm","graphics"
"dlnm","splines"
"dmt","mvtnorm"
"dmt","methods"
"dmt","Matrix"
"dmt","MASS"
"doBy","survival"
"doBy","contrast"
"doBy","R2HTML"
"doMC","foreach"
"doMC","iterators"
"doMC","multicore"
"doMC","utils"
"doMPI","foreach"
"doMPI","iterators"
"doMPI","Rmpi"
"doMPI","utils"
"doRedis","rredis"
"doRedis","foreach"
"doRedis","iterators"
"doRedis","utils"
"doSMP","foreach"
"doSMP","iterators"
"doSMP","revoIPC"
"doSMP","utils"
"doSNOW","foreach"
"doSNOW","iterators"
"doSNOW","snow"
"doSNOW","utils"
"dpa","sem"
"dpa","igraph"
"dpmixsim","oro.nifti"
"dpmixsim","cluster"
"dr","MASS"
"drc","alr3"
"drc","gtools"
"drc","lattice"
"drc","magic"
"drc","MASS"
"drc","nlme"
"drc","plotrix"
"drc","methods"
"drc","stats4"
"drfit","MASS"
"drfit","RODBC"
"drm","R"
"dse","tframe"
"dse","setRNG"
"dse1","dse"
"dse2","EvalEst"
"dti","adimpro"
"dti","fmri"
"dti","rgl"
"dtw","methods"
"dtw","proxy"
"dummies","utils"
"dvfBm","wmtsa"
"dyad","R"
"dyn","zoo"
"dynCorr","lpridge"
"dynGraph","FactoMineR"
"dynGraph","rJava"
"dynaTree","R"
"dynamicGraph","ggm"
"dynamicGraph","tcltk"
"dynamicTreeCut","R"
"dynamicTreeCut","stats"
"dynamo","R"
"dynlm","zoo"
"dynlm","lmtest"
"dynlm","car"
"EDR","akima"
"EMA","cluster"
"EMA","Hmisc"
"EMA","heatmap.plus"
"EMA","FactoMineR"
"EMA","survival"
"EMA","multtest"
"EMA","rgl"
"EMA","GSA"
"EMA","MASS"
"EMA","xtable"
"EMC","mvtnorm"
